id,name,url,router,cover,rating,developer,released,updated,technology,platform,classification,class,wiki,description,tags,embed
489,Popcorn Fever,https://www.crazygames.com/game/popcorn-fever,popcorn-fever,https://images.crazygames.com/popcorn-fever_16x9/20241016091055/popcorn-fever_16x9-cover?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,9.1,Yunicorn Studio,September 2024,October 2024,HTML5,"Browser (desktop-only),Steam",Games » Casual » Merge,Casual,,"Popcorn Fever is a fun and addictive game where you merge identical popcorn to score points. Strategically place and combine popcorn to unlock powerful abilities like fireballs and bombs. Customize your gameplay, aim for high combos, and compete on global leaderboards. Discover cute popcorn symbols and see if you can merge your way to the top!","Casual, Food, Physics, 2D, Mouse, Merge",https://www.crazygames.com/embed/popcorn-fever
490,Fall Ball Clicker,https://www.crazygames.com/game/fall-ball-clicker,fall-ball-clicker,https://images.crazygames.com/fall-ball-clicker_16x9/20240724043818/fall-ball-clicker_16x9-cover?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,9.1,Neko,July 2024,August 2024,HTML5 (Unity WebGL),"Browser (desktop,mobile,tablet)",Games » Clicker » Sports » Ball,Clicker,,"Fall Ball Clicker is a thrilling game where you create unique balls to drop through zones filled with obstacles. Collect coins as you navigate through challenging levels, unlocking new stages and upgrades. Enhance your balls and zones to maximize your success and tackle various tasks to level up and earn valuable bonuses.","Clicker, Mobile, Physics, Ball, 2D, Incremental, Mouse, Idle",https://www.crazygames.com/embed/fall-ball-clicker
491,A Small World Cup,https://www.crazygames.com/game/a-small-world-cup-snk,a-small-world-cup-snk,https://images.crazygames.com/a-small-world-cup-snk_16x9/20240607095737/a-small-world-cup-snk_16x9-cover?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,8.4,rujogames,June 2024,July 2024,HTML5,"Browser (desktop,mobile,tablet),App Store(Android)",Games » Sports » Soccer,Sports,,"A Small World Cup is a fun mini-soccer sports game where you control a rag doll and slam it against the arena to make the ball score a goal. You can choose between competitions like the World Cup, Europe Clubs, Cup America, etc. Pick your favorite team, and make your way through the tournament. Get ready to slam your character and score your way to the finals!","Sports, Mobile, Pixel, Soccer, Physics, 2D, Mouse, Ragdoll, World Cup",https://www.crazygames.com/embed/a-small-world-cup-snk
492,Crazy Descent,https://www.crazygames.com/game/crazy-descent,crazy-descent,https://images.crazygames.com/crazy-descent_16x9/20240516032411/crazy-descent_16x9-cover?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,8.6,AM,May 2024,,HTML5,"Browser (desktop,mobile,tablet)",Games » Driving » Car,Driving,,"Crazy Descent is a driving game that challenges you to race against rivals high in the sky. Run the competition off the course, avoid obstacles like enormous bowling pins, and be the first to cross the finish line. Go as fast as possible, but watch out for spinning spikes, cliff edges, competitors, and time. Oh, and you’ll want to outpace your opponents, too! No mini feat.","Driving, 3D, Car, Racing, Obstacle, Speed",https://www.crazygames.com/embed/crazy-descent
493,Sprout Valley,https://www.crazygames.com/game/sprout-valley,sprout-valley,https://images.crazygames.com/sprout-valley_16x9/20240503101921/sprout-valley_16x9-cover?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,9.4,Kataclysmal Games,April 2024,May 2024,HTML5,"Browser (desktop-only),App Store(iOS,Android),Steam",Games » Casual » Simulation,Casual,,"Sprout Valley is a charming farming simulator game where you can escape the hustle and bustle of everyday life and immerse yourself in the tranquility of nature. In this captivating game, you play as Nico, a cute cat on a quest to find a peaceful place to call home. Along the way, Nico will make friends, uncover secrets, and embark on a journey of discovery in the enchanting world of Ostara. Are you ready to sow the seeds of your paradise?","Casual, Grow, Simulation, Relaxing, Farming, 2D, Cat, Collect, Crafting",https://www.crazygames.com/embed/sprout-valley
494,Offroad Cargo Transport Truck,https://www.crazygames.com/game/offroad-cargo-transport-truck,offroad-cargo-transport-truck,https://images.crazygames.com/offroad-cargo-transport-truck_16x9/20240422072140/offroad-cargo-transport-truck_16x9-cover?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,8.8,OziTech,April 2024,,HTML5 (Unity WebGL),"Browser (desktop-only),App Store(Android)",Games » Driving » Truck,Driving,,"Offroad Cargo Transport Truck is a thrilling off-road driving experience where you master the art of maneuvering massive mud trucks. You'll navigate rugged terrain with unique dual controls, transporting cargo across mountain roads and hill stations. Spin your wheels precisely, learning to handle front and rear tires as you tackle challenging landscapes.","Driving, Parking, Truck, 3D, Simulation",https://www.crazygames.com/embed/offroad-cargo-transport-truck
495,Hoop World 3D,https://www.crazygames.com/game/hoop-world-3d,hoop-world-3d,https://images.crazygames.com/hoop-world-3d_16x9/20240418065301/hoop-world-3d_16x9-cover?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,8.8,QuietGames,April 2024,July 2024,HTML5 (Unity WebGL),"Browser (desktop,mobile,tablet),App Store(iOS,Android)",Games » Sports » Basketball,Sports,,Hoop World 3D is a flip-and-dunk game that brings basketball to a whole new dimension! Get your timing right or you'll fall short of the net and fall flat on your face.,"Sports, One Button, 3D, Jumping, Ball, Basketball, Mouse",https://www.crazygames.com/embed/hoop-world-3d
496,Archer Ragdoll Masters,https://www.crazygames.com/game/archer-ragdoll-masters,archer-ragdoll-masters,https://images.crazygames.com/archer-ragdoll-masters_16x9/20231127113704/archer-ragdoll-masters_16x9-cover?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,8.6,GamePush,November 2023,November 2023,HTML5,"Browser (desktop,mobile,tablet)",Games » Action » Shooting » Archery,Action,,Archer Ragdoll Masters is a stickman archery action game with ragdoll physics. Line up your arrow and shoot your enemies down one by one. Pick up power-ups and equip new items to your stick archer to own the enemy with greater precision and power.,"Action, Physics, 2D, Mouse, Stickman, Archery, Arcade, Killing",https://www.crazygames.com/embed/archer-ragdoll-masters
497,Pop Jewels,https://www.crazygames.com/game/pop-jewels,pop-jewels,https://images.crazygames.com/pop-jewels_16x9/20231003033511/pop-jewels_16x9-cover?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,8.8,SUN.STUDIO,October 2023,,HTML5,"Browser (desktop,mobile,tablet)",Games » Puzzle,Puzzle,,"Pop Jewels is a captivating match-2 puzzle adventure where strategic thinking reigns supreme. Clear the board by matching same-colored gems across 1000+ levels, each packed with its own challenges. Harness potent power-ups to triumph over the trickiest stages and amass bonus points. Whether you fly solo or enjoy it with loved ones, Pop Jewels promises an enchanting, all-ages gaming experience. Explore its mesmerizing graphics and tranquil soundtrack on a gem-matching odyssey unlike any other.","Puzzle, Classic, Relaxing, Color, Match 3, Mouse",https://www.crazygames.com/embed/pop-jewels
498,Puzzle Room Escape,https://www.crazygames.com/game/puzzle-room-escape,puzzle-room-escape,https://images.crazygames.com/puzzle-room-escape/20230818134703/puzzle-room-escape-cover?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,8.6,masasgames,August 2023,,HTML5 (Unity WebGL),"Browser (desktop,mobile,tablet),App Store(iOS,Android)",Games » Adventure » Puzzle » Escape,Adventure,,Puzzle Room Escape is a escape game that offers only one exit route. Solve puzzles to break free from a locked room. Your task is to escape the room through ingenuity and quick thinking.,"Adventure, Point and Click, Escape, Mouse",https://www.crazygames.com/embed/puzzle-room-escape
499,Monster Adventure,https://www.crazygames.com/game/monster-adventure,monster-adventure,https://images.crazygames.com/monster-adventure/20230613101417/monster-adventure-cover?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,9.3,Yso Corp,June 2023,June 2023,HTML5 (Unity WebGL),"Browser (desktop,mobile,tablet),App Store(iOS,Android)",Games » Casual » Monster,Casual,,"Monster Adventure is a casual game where you explore the world and capture various monsters. As you explore different areas, you'll come across a wide variety of monsters with unique characteristics and abilities. Your task is to capture these monsters, adding them to your collection. Each monster may have its own strengths, weaknesses, and special abilities that can be used strategically.","Casual, Monster, Strategy, Mouse",https://www.crazygames.com/embed/monster-adventure
500,Inca Cubes 2048,https://www.crazygames.com/game/inca-cubes-2048,inca-cubes-2048,https://images.crazygames.com/games/inca-cubes-2048/cover-1680024941220.png?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,9,,,,HTML5,"Browser (desktop,mobile,tablet)",Games » Puzzle » 2048,Puzzle,,"Inca Cubes 2048 is a unique 2048 puzzle game where you must launch numbered cubes to merge them with identical cubes. Each merge increases the value of the block. With beautiful Incan-themed graphics and addictive gameplay, this game will keep you entertained for hours.","Puzzle, 2048, Mouse, Block, Merge",https://www.crazygames.com/embed/inca-cubes-2048
501,Farm Land Game,https://www.crazygames.com/game/farm-land,farm-land,https://images.crazygames.com/farm-land/20230220142449/farm-land-cover?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,9.2,Homa Games,February 2023,,HTML5,"Browser (desktop,mobile,tablet),App Store(iOS,Android)",Games » Casual » Management » Farming,Casual,,"Farm Land is a casual farming game where you manage an island farm and purchase expansions with your earnings. Harvest the crops from your land, sell goods to the marketplace, and build a friendly little farming community!","Casual, 3D, Simulation, Farming, Business, Stickman",https://www.crazygames.com/embed/farm-land
502,Cursed Treasure,https://www.crazygames.com/game/cursed-treasure-11-2,cursed-treasure-11-2,https://images.crazygames.com/cursed-treasure-11-2_16x9/20240327145506/cursed-treasure-11-2_16x9-cover?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,8.9,IriySoft,August 2022,March 2024,HTML5,"Browser (desktop,mobile,tablet)",Games » Action » Defense » Tower Defense,Action,,Cursed Treasure 1½ is a  tower defense game  where you protect a stash of cursed jewels for an evil overlord. Stop the heroes from getting in and taking the corrupt gems by building defense towers and using magic.,"Action, Classic, Top-Down, Defense, Tower Defense, Strategy, Mouse",https://www.crazygames.com/embed/cursed-treasure-11-2
503,Monster Shooter Apocalypse,https://www.crazygames.com/game/monster-shooter-apocalypse,monster-shooter-apocalypse,https://images.crazygames.com/monster-shooter-apocalypse/20220623091715/monster-shooter-apocalypse-cover?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,9.1,GoGoMan,July 2022,June 2022,HTML5 (Unity WebGL),Browser (desktop-only),Games » Shooting » Monster,Shooting,,Monster Shooter Apocalypse is a  first-person shooting game  where you clear mutants and tree monsters from an abandoned wasteland. Protect the world and destroy all monsters!,"Shooting, Zombie, Monster, Survival, FPS, Killing",https://www.crazygames.com/embed/monster-shooter-apocalypse
504,Funny Shooter Destroy All,https://www.crazygames.com/game/funny-shooter---destroy-all,funny-shooter---destroy-all,https://images.crazygames.com/funny-shooter---destroy-all/20220623082328/funny-shooter---destroy-all-cover?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,9,GoGoMan,June 2022,September 2022,HTML5 (Unity WebGL),"Browser (desktop,mobile,tablet)",Games » Shooting » FPS,Shooting,,"Funny Shooter - Destroy All is a first-person shooter game where you kill all of these orange men of different sizes and abilities. There are many types of weapons you can choose to kill the enemies. . Avoid enemy grenades and pitchforks. Dodge blows from clubs, axes, and chainsaws. Destroy enemies with a grenade launcher and a bazooka. Shoot them with machine guns and pistols. Protect yourself from the invasion of enemies and destroy them all!","Shooting, Arena, Destroy, Gun, Survival, FPS, Killing",https://www.crazygames.com/embed/funny-shooter---destroy-all
505,Infected Days,https://www.crazygames.com/game/infected-days,infected-days,https://images.crazygames.com/infected-days/20221010130429/infected-days-cover?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,9.2,TitanGames,December 2021,October 2022,HTML5 (Unity WebGL),"Browser (desktop,mobile,tablet),App Store(Android)",Games » Action » Horror » Zombie,Action,,"Infected Days is an action game where hordes of infected zombies are coming and you become the last home for protection. Destroy waves of zombies supported by tons of boosts, upgrades, perks, and other bonuses and see how far you can go.","Action, 3D, Defense, Zombie, Gun, Mouse",https://www.crazygames.com/embed/infected-days
506,Kingdom of Pixels,https://www.crazygames.com/game/kingdom-of-pixels,kingdom-of-pixels,https://images.crazygames.com/kingdom-of-pixels_16x9/20240723074307/kingdom-of-pixels_16x9-cover?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,9,QTX,July 2024,,HTML5,Browser (desktop-only),Games » Action » Multiplayer,Action,,"Kingdom of Pixels is a 2D multiplayer side-scrolling MOBA and platformer game. It is similar to the style of other MOBAs like League of Legends and DOTA 2. The game's theme is pixel-like, bringing a nostalgic and simplistic feel to it.","Action, Pixel, Battle, Arena, Side Scrolling, With Friends, Platform, Hero, Strategy, 2D, Multiplayer",https://www.crazygames.com/embed/kingdom-of-pixels
507,Falling Fruits,https://www.crazygames.com/game/falling-fruits,falling-fruits,https://images.crazygames.com/falling-fruits/20210913105405/falling-fruits-cover?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,8.6,LeimurGames,September 2021,,HTML5,"Browser (desktop,mobile,tablet)",Games » Clicker » Defense » Tower Defense,Clicker,,Falling Fruits is an incremental clicker game where you destroy falling fruit using attack towers. Earn cash from splattering the fruit to buy various upgrades and new towers.,"Clicker, Tower Defense, Incremental, Mouse, Idle",https://www.crazygames.com/embed/falling-fruits
